	labels
503	6
504	1
505	1
506	6
507	1
508	6
509	0
510	0
511	6
512	6
513	0
514	1
515	0
516	6
517	6
518	1
519	6
520	1
521	6
522	0
523	6
524	1
525	6
526	0
527	6
528	0
529	1
530	0
531	1
532	6
533	1
534	6
535	0
536	0
537	6
538	1
539	0
540	0
541	6
542	1
543	0
544	6
545	1
546	6
547	6
548	6
549	6
550	1
551	1
552	6
553	0
554	6
555	6
556	0
557	6
558	0
559	0
560	6
561	6
562	0
563	1
564	6
565	0
566	0
567	6
568	6
569	0
570	1
571	0
572	0
573	6
574	0
575	6
576	6
577	6
578	0
579	1
580	0
581	1
582	1
583	0
584	1
585	1
586	6
587	0
588	0
589	6
590	6
591	6
592	6
593	1
594	1
595	6
596	0
597	6
598	1
599	0
600	1
601	1
602	0
603	0
604	0
605	1
606	0
607	0
608	6
609	1
610	1
611	1
612	0
613	0
614	6
615	6
616	1
617	1
618	1
619	6
620	1
621	0
622	0
623	1
624	0
625	1
626	0
627	1
628	1
629	0
630	6
631	1
632	1
633	1
634	1
635	0
636	1
637	1
638	1
639	6
640	0
641	6
642	6
643	1
644	1
645	1
646	0
647	6
648	6
649	6
650	1
651	0
652	6
653	6
654	0
655	1
656	6
657	0
658	1
659	1
660	1
661	1
662	0
663	1
664	0
665	1
666	0
667	0
668	0
669	0
670	6
671	1
672	1
673	0
674	0
675	0
676	6
677	6
678	0
679	1
680	6
681	1
682	0
683	0
684	1
685	1
686	6
687	1
688	0
689	0
690	1
691	6
692	0
693	0
694	6
695	6
696	6
697	1
698	6
699	0
700	1
701	1
702	0
703	1
704	1
705	6
706	6
707	1
708	6
709	0
710	0
711	0
712	6
713	6
714	6
715	0
716	1
717	1
718	1
719	6
720	6
721	0
722	1
723	0
724	0
725	1
726	1
727	6
728	0
729	6
730	1
731	1
732	6
733	6
734	0
735	6
736	1
737	6
738	1
739	6
740	6
741	0
742	0
743	0
744	6
745	6
746	6
747	1
748	0
749	6
750	1
751	0
752	1
753	6
754	1
755	0
756	0
757	1
758	1
759	1
760	1
761	1
762	6
763	1
764	0
765	1
766	6
767	0
768	0
769	6
770	0
771	6
772	0
773	6
774	0
775	0
776	6
777	0
778	0
779	1
780	1
781	0
782	1
783	1
784	1
785	6
786	1
787	0
788	6
789	6
790	6
791	0
792	1
793	1
794	1
795	0
796	1
797	0
798	1
799	1
800	1
801	6
802	6
803	1
804	6
805	1
806	0
807	0
808	1
809	0
810	0
811	0
812	0
813	6
814	1
815	0
816	6
817	0
818	6
819	1
820	6
821	1
822	0
823	1
824	1
825	1
826	1
827	0
828	0
829	1
830	0
831	6
832	0
833	1
834	0
835	0
836	6
837	1
838	0
839	0
840	6
841	6
842	6
843	0
844	1
845	6
846	1
847	1
848	1
849	1
850	1
851	6
852	6
853	0
854	0
855	0
856	1
857	1
858	1
859	6
860	1
861	1
862	6
863	1
864	0
865	0
866	6
867	0
868	1
869	0
870	1
871	1
872	1
873	1
874	1
875	0
876	6
877	6
878	6
879	1
880	1
881	0
882	0
883	6
884	0
885	6
886	0
887	6
888	0
889	1
890	1
891	6
892	0
893	6
894	1
895	0
896	1
897	1
898	6
899	1
900	6
901	1
902	6
903	6
904	1
905	1
906	6
907	6
908	1
909	6
910	1
911	1
912	1
913	6
914	0
915	1
916	6
917	0
918	1
919	6
920	1
921	1
922	0
923	0
924	6
925	1
926	1
927	0
928	1
929	0
930	0
931	6
932	0
933	0
934	6
935	6
936	1
937	1
938	1
939	6
940	6
941	6
942	0
943	1
944	0
945	0
946	0
947	1
948	1
949	1
950	0
951	1
952	1
953	6
954	1
955	1
956	6
957	6
958	0
959	0
960	6
961	1
962	1
963	0
964	0
965	1
966	1
967	6
968	1
969	1
970	0
971	0
972	1
973	1
974	6
975	0
976	0
977	1
978	0
979	1
980	1
981	0
982	0
983	0
984	6
985	1
986	0
987	0
988	1
989	0
990	6
991	0
992	0
993	0
994	0
995	0
996	6
997	0
998	1
999	0
1000	1
1001	1
1002	6
1003	1
1004	6
1005	0
1006	6
1007	1
1008	0
1009	0
1010	0
1011	6
1012	0
1013	1
1014	1
1015	6
1016	1
1017	1
1018	6
1019	6
1020	0
1021	6
1022	1
1023	6
1024	6
1025	1
1026	6
1027	6
1028	1
1029	1
1030	0
1031	6
1032	0
1033	1
1034	6
1035	6
1036	6
1037	6
1038	1
1039	1
1040	1
1041	1
1042	1
1043	1
1044	6
1045	6
1046	0
1047	1
1048	0
1049	6
1050	1
1051	0
1052	6
1053	6
1054	0
1055	0
1056	1
1057	1
1058	1
1059	0
1060	6
1061	6
1062	6
1063	0
1064	1
1065	6
1066	6
1067	1
1068	1
1069	6
1070	1
1071	6
1072	6
1073	6
1074	6
1075	1
1076	1
1077	0
1078	6
1079	1
1080	0
1081	6
1082	0
1083	1
1084	6
1085	6
1086	0
1087	0
1088	6
1089	0
1090	0
1091	0
1092	1
1093	1
1094	6
1095	1
1096	0
1097	0
1098	6
1099	0
1100	1
1101	0
1102	1
1103	6
1104	6
1105	6
1106	0
1107	0
1108	6
1109	0
1110	6
1111	1
1112	1
1113	0
1114	0
1115	6
1116	6
1117	0
1118	6
1119	0
1120	0
1121	1
1122	6
1123	1
1124	0
1125	0
1126	6
1127	1
1128	6
1129	1
1130	6
1131	6
1132	6
1133	1
1134	0
1135	0
1136	1
1137	0
1138	1
1139	0
1140	1
1141	6
1142	0
1143	1
1144	1
1145	1
1146	1
1147	1
1148	1
1149	6
1150	0
1151	0
1152	6
1153	0
1154	6
1155	6
1156	0
1157	0
1158	1
1159	1
1160	0
1161	1
1162	0
1163	0
1164	0
1165	0
1166	6
1167	0
1168	0
1169	0
1170	1
1171	0
1172	6
1173	1
1174	1
1175	1
1176	1
1177	1
1178	0
1179	6
1180	1
1181	1
1182	0
1183	0
1184	0
1185	6
1186	1
1187	6
1188	0
1189	1
1190	1
1191	1
1192	6
1193	0
1194	1
1195	1
1196	6
1197	0
1198	0
1199	1
1200	0
1201	1
1202	1
1203	0
1204	6
1205	6
1206	1
1207	6
1208	1
1209	0
1210	1
1211	1
1212	6
1213	1
1214	0
1215	1
1216	6
1217	6
1218	1
1219	6
1220	6
1221	6
1222	0
1223	6
1224	6
1225	0
1226	0
1227	0
1228	1
1229	1
1230	6
1231	0
1232	0
1233	6
1234	1
1235	0
1236	6
1237	1
1238	6
1239	1
1240	1
1241	1
1242	1
1243	1
1244	6
1245	6
1246	1
1247	1
1248	0
1249	6
1250	6
1251	0
1252	1
1253	0
1254	1
1255	6
1256	1
1257	6
1258	6
1259	0
1260	6
1261	1
1262	1
1263	0
1264	6
1265	6
1266	0
1267	6
1268	0
1269	6
1270	0
1271	0
1272	1
1273	0
1274	1
1275	0
1276	1
1277	6
1278	6
1279	0
1280	6
1281	6
1282	1
1283	0
1284	0
1285	0
1286	1
1287	6
1288	0
1289	6
1290	6
1291	0
1292	6
1293	0
1294	0
1295	1
1296	0
1297	0
1298	0
1299	1
1300	0
1301	0
1302	0
1303	6
1304	1
1305	1
1306	1
1307	1
1308	1
1309	6
1310	1
1311	1
1312	1
1313	6
1314	6
1315	1
1316	0
1317	1
1318	6
1319	0
1320	0
1321	6
1322	1
1323	1
1324	1
1325	1
1326	1
1327	6
1328	0
1329	6
1330	6
1331	0
1332	1
1333	0
1334	1
1335	1
1336	1
1337	6
1338	6
1339	1
1340	0
1341	6
1342	0
1343	1
1344	0
1345	0
1346	1
1347	0
1348	0
1349	0
1350	1
1351	1
1352	6
1353	0
1354	0
1355	0
1356	0
1357	1
1358	1
1359	1
1360	6
1361	0
1362	6
1363	6
1364	6
1365	0
1366	1
1367	6
1368	6
1369	6
1370	6
1371	1
1372	1
1373	0
1374	1
1375	0
1376	1
1377	6
1378	6
1379	1
1380	6
1381	6
1382	6
1383	6
1384	6
1385	0
1386	0
1387	1
1388	6
1389	1
1390	0
1391	0
1392	0
1393	1
1394	0
1395	1
1396	1
1397	0
1398	1
1399	0
1400	6
1401	6
1402	0
1403	6
1404	6
1405	1
1406	1
1407	6
1408	1
1409	1
1410	1
1411	0
1412	1
1413	6
1414	0
1415	1
1416	1
1417	0
1418	1
1419	1
1420	0
1421	6
1422	6
1423	0
1424	0
1425	6
1426	0
1427	6
1428	0
1429	1
1430	0
1431	1
1432	0
1433	1
1434	0
1435	6
1436	6
1437	0
1438	0
1439	1
1440	1
1441	1
1442	0
1443	6
1444	1
1445	0
1446	6
1447	1
1448	0
1449	1
1450	1
1451	1
1452	6
1453	6
1454	6
1455	6
1456	6
1457	0
1458	0
1459	1
1460	0
1461	1
1462	1
1463	6
1464	1
1465	1
1466	6
1467	1
1468	1
1469	0
1470	1
1471	1
1472	1
1473	0
1474	0
1475	6
1476	6
1477	6
1478	6
1479	6
1480	0
1481	6
1482	6
1483	6
1484	0
1485	6
1486	6
1487	0
1488	0
1489	1
1490	6
1491	6
1492	1
1493	6
1494	0
1495	1
1496	6
1497	6
1498	0
1499	1
1500	1
1501	0
1502	1
1503	1
1504	1
1505	1
1506	0
1507	6
1508	6
1509	0
1510	0
1511	0
1512	6
1513	6
1514	0
1515	6
1516	1
1517	0
1518	1
1519	0
1520	0
1521	1
1522	1
1523	1
1524	6
1525	6
1526	1
1527	1
1528	1
1529	1
1530	1
1531	0
1532	6
1533	6
1534	0
1535	1
1536	6
1537	1
1538	1
1539	0
1540	1
1541	1
1542	1
1543	6
1544	0
1545	1
1546	6
1547	0
1548	0
1549	6
1550	6
1551	1
1552	0
1553	0
1554	1
1555	1
1556	1
1557	1
1558	1
1559	0
1560	6
1561	1
1562	6
1563	1
1564	6
1565	0
1566	0
1567	6
1568	1
1569	6
1570	6
1571	6
1572	0
1573	0
1574	0
1575	6
1576	6
1577	6
1578	1
1579	0
1580	6
1581	1
1582	6
1583	0
1584	1
1585	6
1586	0
1587	0
1588	6
1589	1
1590	6
1591	0
1592	0
1593	0
1594	0
1595	1
1596	1
1597	6
1598	0
1599	1
1600	1
1601	6
1602	1
1603	1
1604	1
1605	0
1606	1
1607	1
1608	1
1609	6
1610	1
1611	6
1612	6
1613	1
1614	0
1615	1
1616	6
1617	1
1618	0
1619	6
1620	0
1621	0
1622	0
1623	1
1624	0
1625	1
1626	1
1627	6
1628	1
1629	0
1630	0
1631	1
1632	1
1633	6
1634	0
1635	1
1636	0
1637	0
1638	6
1639	6
1640	6
1641	6
1642	6
1643	0
1644	6
1645	6
1646	1
1647	0
1648	0
1649	0
1650	6
1651	1
1652	1
1653	0
1654	1
1655	0
1656	1
1657	1
1658	1
1659	0
1660	6
1661	1
1662	0
1663	6
1664	0
1665	1
1666	0
1667	0
1668	1
1669	1
1670	6
1671	0
1672	0
1673	1
1674	0
1675	6
1676	0
1677	1
1678	0
1679	6
1680	1
1681	6
1682	0
1683	1
1684	6
1685	1
1686	1
1687	1
1688	1
1689	0
1690	1
1691	6
1692	1
1693	0
1694	0
1695	0
1696	6
1697	0
1698	6
1699	1
1700	0
1701	1
1702	0
1703	6
1704	6
1705	1
1706	0
1707	0
1708	1
1709	0
1710	6
1711	0
1712	6
1713	1
1714	1
1715	6
1716	0
1717	6
1718	6
1719	6
1720	6
1721	0
1722	6
1723	6
1724	0
1725	0
1726	6
1727	6
1728	0
1729	0
1730	1
1731	1
1732	0
1733	1
1734	0
1735	6
1736	0
1737	6
1738	1
1739	1
1740	0
1741	0
1742	6
1743	1
1744	0
1745	0
1746	0
1747	6
1748	0
1749	1
1750	6
1751	1
1752	0
1753	0
1754	0
1755	6
1756	6
1757	0
1758	1
1759	6
1760	6
1761	0
1762	1
1763	0
1764	0
1765	1
1766	1
1767	1
1768	6
1769	0
1770	0
1771	6
1772	1
1773	0
1774	1
1775	0
1776	6
1777	1
1778	0
1779	6
1780	0
1781	0
1782	0
1783	1
1784	1
1785	0
1786	1
1787	1
1788	1
1789	1
1790	1
1791	1
1792	1
1793	6
1794	1
1795	1
1796	0
1797	1
1798	0
1799	6
1800	6
1801	6
1802	1
1803	6
1804	1
1805	0
1806	6
1807	0
1808	1
1809	1
1810	1
1811	1
1812	1
1813	1
1814	1
1815	0
1816	6
1817	1
1818	1
1819	1
1820	6
1821	1
1822	1
1823	1
1824	1
1825	1
1826	0
1827	1
1828	1
1829	0
1830	0
1831	1
1832	1
1833	6
1834	6
1835	6
1836	6
1837	6
1838	6
1839	6
1840	1
1841	1
1842	0
1843	1
1844	6
1845	6
1846	0
1847	0
1848	0
1849	0
1850	1
1851	0
1852	1
1853	0
1854	1
1855	0
1856	0
1857	1
1858	6
1859	6
1860	6
1861	1
1862	1
1863	6
1864	0
1865	0
1866	0
1867	6
1868	6
1869	0
1870	0
1871	6
1872	0
1873	6
1874	1
1875	1
1876	0
1877	1
1878	6
1879	6
1880	0
1881	1
1882	6
1883	1
1884	1
1885	1
1886	1
1887	1
1888	6
1889	1
1890	6
1891	0
1892	0
1893	6
1894	0
1895	1
1896	1
1897	1
1898	0
1899	6
1900	6
1901	6
1902	6
1903	1
1904	1
1905	1
1906	1
1907	6
1908	0
1909	1
1910	1
1911	1
1912	6
1913	0
1914	1
1915	0
1916	0
1917	1
1918	0
1919	6
1920	0
1921	0
1922	0
1923	6
1924	0
1925	1
1926	0
1927	0
1928	0
1929	0
1930	1
1931	0
1932	1
1933	1
1934	6
1935	1
1936	1
1937	6
1938	1
1939	6
1940	1
1941	0
1942	1
1943	6
1944	6
1945	1
1946	0
1947	6
1948	6
1949	6
1950	6
1951	1
1952	6
1953	6
1954	6
1955	1
1956	1
1957	6
1958	0
1959	1
1960	6
1961	0
1962	0
1963	0
1964	0
1965	1
1966	1
1967	1
1968	1
1969	0
1970	6
1971	0
1972	6
1973	6
1974	1
1975	6
1976	6
1977	6
1978	1
1979	1
1980	0
1981	1
1982	1
1983	1
1984	0
1985	6
1986	1
1987	1
1988	0
1989	1
1990	1
1991	1
1992	0
1993	1
1994	0
1995	0
1996	0
1997	0
1998	0
1999	6
2000	0
2001	1
2002	6
2003	6
2004	0
2005	0
2006	6
2007	0
2008	0
2009	1
2010	0
2011	6
2012	6
2013	1
2014	0
2015	6
2016	6
2017	6
2018	6
2019	6
2020	1
2021	1
2022	6
2023	1
2024	6
2025	1
2026	1
2027	0
2028	1
2029	1
2030	6
2031	6
2032	6
2033	6
2034	0
2035	6
2036	0
2037	1
2038	6
2039	1
2040	1
2041	1
2042	1
2043	0
2044	6
2045	6
2046	6
2047	6
2048	1
2049	0
2050	1
2051	6
2052	1
2053	0
2054	1
2055	0
2056	0
2057	0
2058	0
2059	6
2060	0
2061	1
2062	6
2063	1
2064	1
2065	6
2066	1
2067	1
2068	6
2069	1
2070	1
2071	6
2072	6
2073	0
2074	1
2075	1
2076	0
2077	6
2078	6
2079	1
2080	0
2081	6
2082	1
2083	1
2084	1
2085	1
2086	6
2087	0
2088	0
2089	1
2090	0
2091	0
2092	1
2093	6
2094	0
2095	6
2096	1
2097	1
2098	1
2099	0
2100	6
2101	6
2102	0
2103	1
2104	6
2105	6
2106	6
2107	0
2108	1
2109	1
2110	6
2111	1
2112	6
2113	0
2114	0
2115	0
2116	0
2117	6
2118	1
2119	6
2120	0
2121	6
2122	1
2123	6
2124	6
2125	1
2126	1
2127	6
2128	1
2129	1
2130	6
2131	0
2132	6
2133	0
2134	0
2135	0
2136	0
2137	0
2138	1
2139	1
2140	6
2141	1
2142	6
2143	0
2144	6
2145	6
2146	1
2147	1
2148	0
2149	6
2150	6
2151	6
2152	0
2153	6
2154	0
2155	6
2156	0
2157	6
2158	0
2159	1
2160	6
2161	1
2162	0
2163	0
2164	0
2165	6
2166	0
2167	1
2168	6
2169	1
2170	0
2171	0
2172	0
2173	6
2174	1
2175	6
2176	1
2177	6
2178	1
2179	6
2180	1
2181	1
2182	1
2183	0
2184	1
2185	0
2186	1
2187	0
2188	0
2189	6
2190	0
2191	1
2192	0
2193	0
2194	0
2195	0
2196	1
2197	6
2198	6
2199	6
2200	6
2201	6
2202	1
2203	1
2204	1
2205	0
2206	0
2207	6
2208	1
2209	1
2210	6
2211	0
2212	1
2213	6
2214	6
2215	0
2216	1
2217	1
2218	6
2219	0
2220	1
2221	1
2222	6
2223	0
2224	6
2225	0
2226	1
2227	0
2228	1
2229	1
2230	0
2231	6
2232	1
2233	1
2234	1
2235	6
2236	6
2237	1
2238	0
2239	0
2240	6
2241	1
2242	1
2243	1
2244	6
2245	6
2246	6
2247	6
2248	1
2249	0
2250	6
2251	1
2252	0
2253	0
2254	6
2255	1
2256	6
2257	6
2258	0
2259	1
2260	0
2261	1
2262	0
2263	6
2264	0
2265	6
2266	1
2267	1
2268	6
2269	1
2270	6
2271	0
2272	6
2273	1
2274	1
2275	6
2276	1
2277	0
2278	1
2279	1
2280	6
2281	0
2282	1
2283	6
2284	1
2285	6
2286	6
2287	1
2288	1
2289	0
2290	6
2291	1
2292	1
2293	0
2294	0
2295	1
2296	1
2297	1
2298	6
2299	1
2300	1
2301	0
2302	1
2303	6
2304	1
2305	6
2306	6
2307	6
2308	1
2309	1
2310	0
2311	0
2312	1
2313	6
2314	6
2315	0
2316	6
2317	6
2318	6
2319	6
2320	6
2321	0
2322	6
2323	0
2324	0
2325	6
2326	1
2327	6
2328	0
2329	6
2330	1
2331	0
2332	6
2333	0
2334	0
2335	1
2336	6
2337	0
2338	6
2339	0
2340	6
2341	1
2342	6
2343	0
2344	6
2345	6
2346	1
2347	0
2348	1
2349	0
2350	1
2351	1
2352	1
2353	1
2354	1
2355	6
2356	0
2357	1
2358	1
2359	6
2360	1
2361	1
2362	1
2363	6
2364	6
2365	6
2366	6
2367	1
2368	1
2369	0
2370	6
2371	0
2372	0
2373	6
2374	1
2375	6
2376	6
2377	6
2378	6
2379	6
2380	0
2381	1
2382	6
2383	0
2384	1
2385	1
2386	6
2387	1
2388	6
2389	1
2390	1
2391	0
2392	1
2393	1
2394	6
2395	0
2396	0
2397	1
2398	0
2399	0
2400	6
2401	6
2402	6
2403	6
2404	6
2405	1
2406	6
2407	0
2408	0
2409	1
2410	1
2411	0
2412	6
2413	6
2414	6
2415	1
2416	1
2417	0
2418	1
2419	1
2420	1
2421	6
2422	1
2423	6
2424	6
2425	1
2426	1
2427	0
2428	1
2429	0
2430	0
2431	6
2432	6
2433	0
2434	1
2435	0
2436	6
2437	1
2438	1
2439	0
2440	6
2441	0
2442	1
2443	6
2444	6
2445	0
2446	1
2447	6
2448	0
2449	6
2450	0
2451	1
2452	1
2453	0
2454	1
2455	1
2456	1
2457	0
2458	6
2459	0
2460	0
2461	1
2462	0
2463	0
2464	6
2465	6
2466	1
2467	0
2468	0
2469	1
2470	0
2471	0
2472	0
2473	0
2474	0
2475	1
2476	0
2477	1
2478	6
2479	0
2480	0
2481	1
2482	6
2483	0
2484	6
2485	0
2486	1
2487	0
2488	0
2489	1
2490	1
2491	6
2492	0
2493	0
2494	6
2495	1
2496	6
2497	0
2498	1
2499	1
2500	0
2501	0
2502	0
2503	6
2504	6
2505	0
2506	6
2507	6
2508	1
2509	0
2510	6
2511	0
2512	0
2513	1
2514	6
2515	1
2516	1
2517	0
2518	1
2519	1
2520	1
2521	6
2522	1
2523	1
2524	1
2525	0
2526	0
2527	0
2528	0
2529	6
2530	0
2531	0
2532	0
2533	1
2534	0
2535	0
2536	6
2537	0
2538	6
2539	1
2540	1
2541	0
2542	1
2543	1
2544	6
2545	6
2546	1
2547	6
2548	0
2549	6
2550	1
2551	1
2552	1
2553	6
2554	0
2555	6
2556	6
2557	6
2558	1
2559	1
2560	1
2561	6
2562	1
2563	0
2564	1
2565	1
2566	1
2567	1
2568	6
2569	0
2570	6
2571	0
2572	6
2573	0
2574	0
2575	1
2576	1
2577	1
2578	1
2579	1
2580	0
2581	1
2582	1
2583	1
2584	0
2585	1
2586	1
2587	6
2588	6
2589	6
2590	6
2591	0
2592	1
2593	6
2594	6
2595	1
2596	6
2597	6
2598	6
2599	1
2600	0
2601	0
2602	0
2603	0
2604	1
2605	6
2606	1
2607	0
2608	6
2609	6
2610	6
2611	6
2612	1
2613	6
2614	1
2615	0
2616	1
2617	0
2618	6
2619	0
2620	6
2621	6
2622	0
2623	0
2624	1
2625	1
2626	1
2627	1
2628	6
2629	1
2630	6
2631	0
2632	0
2633	6
2634	6
2635	0
2636	1
2637	1
2638	0
2639	6
2640	1
2641	1
2642	0
2643	0
2644	0
2645	1
2646	1
2647	1
2648	0
2649	1
2650	1
2651	0
2652	6
2653	1
2654	1
2655	0
2656	1
2657	6
2658	0
2659	1
2660	1
2661	1
2662	0
2663	0
2664	1
2665	1
2666	1
2667	1
2668	0
2669	1
2670	1
2671	0
2672	1
2673	1
2674	6
2675	1
2676	1
2677	0
2678	1
2679	6
2680	1
2681	1
2682	1
2683	6
2684	0
2685	0
2686	6
2687	0
2688	6
2689	0
2690	0
2691	0
2692	0
2693	1
2694	6
2695	0
2696	1
2697	6
2698	1
2699	1
2700	1
2701	1
2702	1
2703	0
2704	6
2705	0
2706	0
2707	1
2708	6
2709	0
2710	1
2711	0
2712	0
2713	1
2714	0
2715	0
2716	0
2717	6
2718	0
2719	0
2720	6
2721	0
2722	1
2723	6
2724	1
2725	6
2726	1
2727	1
2728	1
2729	1
2730	1
2731	1
2732	0
2733	6
2734	0
2735	1
2736	1
2737	1
2738	6
2739	0
2740	0
2741	1
2742	0
2743	1
2744	6
2745	0
2746	0
2747	0
2748	0
2749	0
2750	1
2751	1
2752	1
2753	0
2754	1
2755	1
2756	0
2757	6
2758	1
2759	6
2760	0
2761	6
2762	1
2763	1
2764	6
2765	1
2766	0
2767	1
2768	1
2769	1
2770	0
2771	1
2772	0
2773	1
2774	1
2775	0
2776	0
2777	1
2778	6
2779	1
2780	1
2781	6
2782	0
2783	1
2784	0
2785	6
2786	6
2787	0
2788	6
2789	0
2790	1
2791	1
2792	1
2793	1
2794	1
2795	1
2796	0
2797	1
2798	6
2799	6
2800	6
2801	1
2802	1
2803	1
2804	6
2805	1
2806	1
2807	0
2808	6
2809	0
2810	1
2811	6
2812	1
2813	6
2814	1
2815	6
2816	6
2817	1
2818	6
2819	0
2820	0
2821	0
2822	6
2823	1
2824	1
2825	1
2826	0
2827	1
2828	1
2829	0
2830	6
2831	0
2832	6
2833	6
2834	1
2835	6
2836	0
2837	6
2838	6
2839	6
2840	0
2841	1
2842	1
2843	1
2844	1
2845	0
2846	6
2847	1
2848	1
2849	6
2850	0
2851	1
2852	6
2853	6
2854	1
2855	1
2856	6
2857	0
2858	1
2859	6
2860	1
2861	1
2862	6
2863	6
2864	0
2865	1
2866	6
2867	0
2868	1
2869	0
2870	0
2871	1
2872	6
2873	1
2874	6
2875	0
2876	6
2877	1
2878	6
2879	6
2880	1
2881	6
2882	0
2883	0
2884	0
2885	6
2886	1
2887	1
2888	0
2889	1
2890	6
2891	6
2892	1
2893	6
2894	1
2895	1
2896	0
2897	0
2898	6
2899	0
2900	0
2901	6
2902	6
2903	0
2904	6
2905	6
2906	6
2907	1
2908	6
2909	6
2910	1
2911	1
2912	6
2913	6
2914	6
2915	6
2916	1
2917	0
2918	1
2919	0
2920	1
2921	1
2922	6
2923	0
2924	0
2925	1
2926	1
2927	1
2928	1
2929	0
2930	6
2931	6
2932	6
2933	0
2934	6
2935	6
2936	0
2937	6
2938	1
2939	0
2940	1
2941	1
2942	6
2943	6
2944	0
2945	0
2946	6
2947	1
2948	6
2949	6
2950	1
2951	1
2952	1
2953	1
2954	1
2955	6
2956	6
2957	6
2958	6
2959	1
2960	0
2961	0
2962	0
2963	1
2964	1
2965	6
2966	1
2967	1
2968	6
2969	6
2970	1
2971	1
2972	6
2973	0
2974	0
2975	1
2976	0
2977	1
2978	6
2979	1
2980	1
2981	1
2982	6
2983	1
2984	6
2985	0
2986	6
2987	0
2988	0
2989	6
2990	6
2991	0
2992	6
2993	0
2994	6
2995	1
2996	0
2997	0
