	labels
813	1
814	0
815	0
816	6
817	0
818	0
819	0
820	0
821	6
822	6
823	0
824	6
825	0
826	0
827	6
828	0
829	0
830	6
831	0
832	1
833	6
834	0
835	1
836	0
837	0
838	1
839	0
840	6
841	0
842	6
843	1
844	1
845	0
846	6
847	6
848	6
849	1
850	1
851	1
852	6
853	1
854	1
855	0
856	0
857	1
858	1
859	0
860	6
861	0
862	6
863	0
864	0
865	1
866	1
867	1
868	6
869	0
870	0
871	0
872	1
873	0
874	6
875	1
876	0
877	6
878	0
879	0
880	0
881	0
882	0
883	0
884	6
885	1
886	6
887	6
888	0
889	0
890	1
891	1
892	0
893	0
894	6
895	0
896	6
897	0
898	1
899	1
900	1
901	6
902	1
903	6
904	0
905	1
906	1
907	6
908	0
909	6
910	6
911	0
912	1
913	1
914	1
915	0
916	6
917	6
918	6
919	1
920	1
921	6
922	0
923	6
924	0
925	6
926	1
927	0
928	1
929	6
930	1
931	1
932	1
933	6
934	1
935	1
936	1
937	6
938	6
939	6
940	0
941	1
942	6
943	1
944	0
945	1
946	6
947	1
948	1
949	6
950	1
951	1
952	6
953	0
954	1
955	1
956	6
957	0
958	1
959	1
960	1
961	1
962	0
963	6
964	0
965	1
966	6
967	1
968	0
969	1
970	6
971	6
972	1
973	6
974	0
975	1
976	6
977	6
978	6
979	6
980	6
981	0
982	6
983	6
984	6
985	0
986	1
987	1
988	1
989	6
990	6
991	1
992	0
993	0
994	1
995	1
996	1
997	0
998	1
999	0
1000	6
1001	6
1002	0
1003	0
1004	1
1005	1
1006	0
1007	0
1008	6
1009	1
1010	0
1011	6
1012	1
1013	1
1014	0
1015	6
1016	1
1017	0
1018	6
1019	1
1020	0
1021	6
1022	1
1023	1
1024	1
1025	6
1026	6
1027	1
1028	1
1029	6
1030	0
1031	0
1032	0
1033	6
1034	6
1035	0
1036	6
1037	1
1038	0
1039	1
1040	1
1041	6
1042	0
1043	0
1044	0
1045	0
1046	6
1047	1
1048	0
1049	6
1050	0
1051	0
1052	6
1053	1
1054	0
1055	0
1056	1
1057	1
1058	6
1059	6
1060	1
1061	6
1062	1
1063	0
1064	0
1065	6
1066	6
1067	0
1068	0
1069	0
1070	1
1071	1
1072	6
1073	1
1074	1
1075	1
1076	0
1077	1
1078	6
1079	0
1080	1
1081	0
1082	0
1083	0
1084	1
1085	6
1086	6
1087	0
1088	6
1089	6
1090	0
1091	0
1092	6
1093	6
1094	6
1095	1
1096	0
1097	1
1098	6
1099	1
1100	1
1101	6
1102	6
1103	0
1104	1
1105	0
1106	0
1107	0
1108	0
1109	1
1110	0
1111	1
1112	1
1113	6
1114	6
1115	0
1116	1
1117	1
1118	1
1119	0
1120	6
1121	1
1122	0
1123	0
1124	0
1125	6
1126	1
1127	6
1128	6
1129	0
1130	1
1131	1
1132	0
1133	1
1134	0
1135	1
1136	1
1137	6
1138	0
1139	0
1140	6
1141	6
1142	1
1143	6
1144	1
1145	1
1146	6
1147	1
1148	1
1149	1
1150	0
1151	0
1152	1
1153	0
1154	6
1155	0
1156	0
1157	6
1158	0
1159	1
1160	6
1161	6
1162	1
1163	1
1164	6
1165	0
1166	1
1167	1
1168	1
1169	6
1170	1
1171	6
1172	6
1173	1
1174	0
1175	1
1176	1
1177	0
1178	0
1179	0
1180	6
1181	0
1182	0
1183	1
1184	6
1185	1
1186	1
1187	0
1188	1
1189	6
1190	6
1191	6
1192	1
1193	1
1194	0
1195	0
1196	1
1197	0
1198	1
1199	6
1200	1
1201	6
1202	1
1203	0
1204	1
1205	1
1206	1
1207	1
1208	0
1209	0
1210	6
1211	6
1212	1
1213	1
1214	0
1215	1
1216	0
1217	0
1218	1
1219	0
1220	0
1221	1
1222	1
1223	0
1224	0
1225	1
1226	6
1227	0
1228	0
1229	1
1230	1
1231	0
1232	6
1233	1
1234	0
1235	1
1236	0
1237	6
1238	6
1239	1
1240	0
1241	6
1242	1
1243	1
1244	6
1245	6
1246	1
1247	1
1248	6
1249	0
1250	0
1251	6
1252	1
1253	0
1254	0
1255	6
1256	1
1257	0
1258	0
1259	0
1260	6
1261	0
1262	1
1263	6
1264	0
1265	0
1266	0
1267	6
1268	6
1269	6
1270	0
1271	0
1272	6
1273	1
1274	0
1275	0
1276	1
1277	1
1278	0
1279	6
1280	1
1281	1
1282	1
1283	1
1284	1
1285	1
1286	1
1287	1
1288	6
1289	1
1290	0
1291	0
1292	6
1293	1
1294	0
1295	0
1296	0
1297	6
1298	1
1299	6
1300	6
1301	6
1302	6
1303	1
1304	0
1305	0
1306	1
1307	1
1308	6
1309	6
1310	1
1311	1
1312	0
1313	0
1314	0
1315	0
1316	1
1317	1
1318	1
1319	0
1320	6
1321	1
1322	6
1323	6
1324	6
1325	6
1326	6
1327	6
1328	1
1329	6
1330	0
1331	6
1332	0
1333	1
1334	0
1335	0
1336	6
1337	0
1338	6
1339	0
1340	1
1341	0
1342	0
1343	0
1344	0
1345	1
1346	0
1347	6
1348	6
1349	1
1350	0
1351	1
1352	6
1353	6
1354	0
1355	1
1356	0
1357	6
1358	1
1359	1
1360	0
1361	6
1362	6
1363	0
1364	1
1365	0
1366	1
1367	6
1368	0
1369	6
1370	1
1371	1
1372	6
1373	1
1374	1
1375	0
1376	6
1377	1
1378	1
1379	6
1380	6
1381	1
1382	0
1383	6
1384	1
1385	1
1386	1
1387	1
1388	0
1389	1
1390	1
1391	6
1392	1
1393	6
1394	6
1395	1
1396	6
1397	1
1398	1
1399	1
1400	0
1401	6
1402	1
1403	1
1404	6
1405	1
1406	0
1407	1
1408	0
1409	0
1410	1
1411	6
1412	0
1413	6
1414	1
1415	0
1416	1
1417	0
1418	6
1419	6
1420	1
1421	0
1422	0
1423	0
1424	0
1425	0
1426	1
1427	6
1428	6
1429	0
1430	0
1431	0
1432	6
1433	0
1434	1
1435	0
1436	1
1437	0
1438	6
1439	0
1440	1
1441	1
1442	6
1443	1
1444	6
1445	0
1446	6
1447	0
1448	1
1449	1
1450	0
1451	0
1452	1
1453	1
1454	0
1455	1
1456	0
1457	6
1458	1
1459	0
1460	0
1461	1
1462	1
1463	0
1464	0
1465	1
1466	6
1467	6
1468	0
1469	0
1470	1
1471	1
1472	1
1473	6
1474	1
1475	6
1476	6
1477	1
1478	0
1479	0
1480	1
1481	1
1482	1
1483	0
1484	0
1485	6
1486	1
1487	0
1488	6
1489	1
1490	1
1491	6
1492	0
1493	1
1494	1
1495	0
1496	6
1497	6
1498	1
1499	0
1500	1
1501	0
1502	0
1503	1
1504	0
1505	6
1506	1
1507	0
1508	6
1509	6
1510	0
1511	0
1512	1
1513	0
1514	6
1515	1
1516	1
1517	6
1518	1
1519	6
1520	1
1521	0
1522	0
1523	6
1524	0
1525	1
1526	0
1527	0
1528	0
1529	0
1530	0
1531	1
1532	6
1533	0
1534	1
1535	6
1536	6
1537	1
1538	6
1539	6
1540	6
1541	0
1542	1
1543	0
1544	6
1545	1
1546	1
1547	6
1548	6
1549	0
1550	6
1551	1
1552	1
1553	0
1554	1
1555	6
1556	0
1557	1
1558	6
1559	1
1560	6
1561	0
1562	0
1563	0
1564	0
1565	1
1566	0
1567	6
1568	1
1569	0
1570	0
1571	1
1572	1
1573	1
1574	1
1575	0
1576	6
1577	6
1578	0
1579	6
1580	0
1581	0
1582	1
1583	1
1584	0
1585	6
1586	1
1587	1
1588	1
1589	6
1590	1
1591	1
1592	0
1593	0
1594	0
1595	1
1596	1
1597	0
1598	6
1599	0
1600	1
1601	1
1602	6
1603	0
1604	1
1605	0
1606	1
1607	0
1608	1
1609	6
1610	1
1611	1
1612	6
1613	1
1614	1
1615	1
1616	1
1617	0
1618	6
1619	1
1620	1
1621	6
1622	0
1623	6
1624	6
1625	0
1626	1
1627	1
1628	0
1629	6
1630	6
1631	6
1632	1
1633	6
1634	0
1635	1
1636	0
1637	6
1638	6
1639	6
1640	0
1641	0
1642	1
1643	1
1644	1
1645	0
1646	6
1647	6
1648	1
1649	0
1650	6
1651	1
1652	1
1653	6
1654	1
1655	0
1656	1
1657	6
1658	6
1659	1
1660	1
1661	0
1662	6
1663	6
1664	0
1665	0
1666	0
1667	1
1668	0
1669	1
1670	6
1671	0
1672	0
1673	1
1674	1
1675	1
1676	6
1677	1
1678	1
1679	1
1680	6
1681	6
1682	1
1683	1
1684	1
1685	6
1686	1
1687	6
1688	1
1689	0
1690	1
1691	1
1692	6
1693	0
1694	0
1695	1
1696	0
1697	1
1698	6
1699	0
1700	0
1701	1
1702	6
1703	1
1704	0
1705	1
1706	0
1707	1
1708	0
1709	6
1710	6
1711	0
1712	1
1713	6
1714	1
1715	1
1716	6
1717	0
1718	6
1719	1
1720	1
1721	6
1722	0
1723	0
1724	1
1725	6
1726	6
1727	1
1728	0
1729	6
1730	0
1731	6
1732	6
1733	1
1734	0
1735	6
1736	0
1737	6
1738	1
1739	1
1740	1
1741	0
1742	6
1743	0
1744	6
1745	1
1746	1
1747	6
1748	0
1749	1
1750	1
1751	0
1752	0
1753	0
1754	1
1755	6
1756	1
1757	1
1758	0
1759	0
1760	1
1761	1
1762	1
1763	0
1764	6
1765	0
1766	0
1767	1
1768	0
1769	0
1770	1
1771	6
1772	0
1773	0
1774	0
1775	0
1776	1
1777	6
1778	6
1779	6
1780	1
1781	1
1782	6
1783	1
1784	0
1785	0
1786	6
1787	0
1788	1
1789	1
1790	0
1791	6
1792	0
1793	0
1794	0
1795	6
1796	6
1797	6
1798	1
1799	6
1800	1
1801	6
1802	0
1803	1
1804	1
1805	1
1806	0
1807	0
1808	0
1809	6
1810	6
1811	1
1812	6
1813	1
1814	1
1815	1
1816	6
1817	6
1818	6
1819	6
1820	1
1821	1
1822	0
1823	6
1824	0
1825	6
1826	0
1827	1
1828	1
1829	1
1830	1
1831	1
1832	6
1833	1
1834	0
1835	6
1836	0
1837	6
1838	1
1839	1
1840	0
1841	0
1842	6
1843	6
1844	0
1845	1
1846	0
1847	6
1848	0
1849	0
1850	0
1851	6
1852	6
1853	6
1854	0
1855	0
1856	0
1857	0
1858	0
1859	1
1860	6
1861	6
1862	0
1863	6
1864	0
1865	1
1866	1
1867	6
1868	1
1869	0
1870	0
1871	1
1872	1
1873	0
1874	0
1875	0
1876	6
1877	6
1878	1
1879	0
1880	1
1881	1
1882	0
1883	0
1884	0
1885	6
1886	1
1887	6
1888	0
1889	6
1890	6
1891	0
1892	0
1893	6
1894	0
1895	6
1896	0
1897	1
1898	1
1899	0
1900	6
1901	0
1902	1
1903	6
1904	1
1905	6
1906	0
1907	1
1908	1
1909	1
1910	1
1911	6
1912	6
1913	1
1914	1
1915	0
1916	1
1917	1
1918	6
1919	6
1920	1
1921	0
1922	6
1923	1
1924	1
1925	0
1926	0
1927	0
1928	1
1929	6
1930	1
1931	0
1932	0
1933	0
1934	0
1935	1
1936	0
1937	0
1938	0
1939	0
1940	1
1941	1
1942	1
1943	6
1944	1
1945	6
1946	0
1947	6
1948	1
1949	0
1950	0
1951	6
1952	1
1953	1
1954	1
1955	0
1956	0
1957	1
1958	6
1959	6
1960	1
1961	1
1962	1
1963	1
1964	0
1965	1
1966	1
1967	0
1968	6
1969	1
1970	6
1971	6
1972	0
1973	0
1974	1
1975	0
1976	0
1977	1
1978	0
1979	1
1980	6
1981	0
1982	1
1983	6
1984	1
1985	6
1986	0
1987	0
1988	6
1989	6
1990	6
1991	0
1992	6
1993	6
1994	6
1995	0
1996	1
1997	6
1998	0
1999	6
2000	1
2001	0
2002	6
2003	1
2004	1
2005	1
2006	0
2007	0
2008	6
2009	1
2010	0
2011	0
2012	0
2013	0
2014	1
2015	6
2016	0
2017	1
2018	0
2019	1
2020	6
2021	0
2022	0
2023	0
2024	0
2025	1
2026	6
2027	6
2028	1
2029	1
2030	6
2031	0
2032	6
2033	6
2034	0
2035	6
2036	6
2037	1
2038	0
2039	0
2040	6
2041	1
2042	0
2043	6
2044	6
2045	6
2046	1
2047	6
2048	0
2049	1
2050	6
2051	1
2052	1
2053	0
2054	0
2055	6
2056	1
2057	1
2058	0
2059	0
2060	0
2061	1
2062	6
2063	6
2064	0
2065	6
2066	0
2067	6
2068	6
2069	6
2070	6
2071	1
2072	6
2073	6
2074	1
2075	1
2076	0
2077	1
2078	6
2079	0
2080	1
2081	6
2082	6
2083	1
2084	1
2085	1
2086	0
2087	0
2088	1
2089	1
2090	1
2091	1
2092	1
2093	1
2094	1
2095	6
2096	1
2097	6
2098	0
2099	1
2100	1
2101	1
2102	0
2103	6
2104	1
2105	1
2106	6
2107	6
2108	0
2109	0
2110	1
2111	6
2112	1
2113	0
2114	0
2115	1
2116	1
2117	6
2118	0
2119	6
2120	0
2121	1
2122	1
2123	1
2124	0
2125	0
2126	6
2127	6
2128	1
2129	0
2130	1
2131	6
2132	0
2133	0
2134	6
2135	6
2136	6
2137	0
2138	6
2139	6
2140	1
2141	1
2142	1
2143	1
2144	6
2145	6
2146	0
2147	6
2148	1
2149	1
2150	0
2151	0
2152	6
2153	1
2154	1
2155	1
2156	1
2157	1
2158	1
2159	0
2160	6
2161	6
2162	1
2163	6
2164	0
2165	0
2166	6
2167	1
2168	6
2169	1
2170	1
2171	1
2172	1
2173	1
2174	6
2175	6
2176	0
2177	1
2178	6
2179	0
2180	1
2181	6
2182	6
2183	6
2184	1
2185	6
2186	0
2187	0
2188	0
2189	1
2190	1
2191	6
2192	0
2193	0
2194	1
2195	0
2196	1
2197	1
2198	0
2199	1
2200	1
2201	1
2202	1
2203	0
2204	1
2205	6
2206	6
2207	0
2208	6
2209	6
2210	0
2211	1
2212	1
2213	1
2214	0
2215	6
2216	6
2217	1
2218	6
2219	0
2220	0
2221	1
2222	1
2223	6
2224	1
2225	1
2226	1
2227	0
2228	6
2229	0
2230	1
2231	6
2232	1
2233	1
2234	0
2235	1
2236	1
2237	1
2238	6
2239	1
2240	1
2241	6
2242	6
2243	0
2244	0
2245	1
2246	1
2247	0
2248	6
2249	1
2250	6
2251	6
2252	1
2253	6
2254	1
2255	6
2256	0
2257	1
2258	1
2259	1
2260	0
2261	0
2262	6
2263	1
2264	1
2265	1
2266	0
2267	6
2268	0
2269	0
2270	6
2271	1
2272	1
2273	1
2274	6
2275	1
2276	1
2277	6
2278	1
2279	6
2280	0
2281	6
2282	1
2283	6
2284	0
2285	1
2286	0
2287	0
2288	0
2289	1
2290	1
2291	1
2292	6
2293	6
2294	1
2295	6
2296	6
2297	6
2298	0
2299	6
2300	0
2301	6
2302	1
2303	1
2304	1
2305	1
2306	6
2307	0
2308	0
2309	1
2310	6
2311	6
2312	6
2313	1
2314	0
2315	6
2316	0
2317	0
2318	6
2319	1
2320	6
2321	0
2322	0
2323	6
2324	1
2325	0
2326	0
2327	6
2328	0
2329	6
2330	6
2331	1
2332	6
2333	0
2334	0
2335	0
2336	1
2337	1
2338	1
2339	6
2340	1
2341	1
2342	6
2343	6
2344	1
2345	0
2346	1
2347	0
2348	1
2349	0
2350	1
2351	0
2352	6
2353	1
2354	1
2355	1
2356	0
2357	6
2358	1
2359	1
2360	6
2361	6
2362	0
2363	0
2364	6
2365	6
2366	1
2367	0
2368	0
2369	6
2370	6
2371	0
2372	0
2373	6
2374	6
2375	6
2376	6
2377	1
2378	1
2379	0
2380	6
2381	1
2382	1
2383	0
2384	6
2385	1
2386	1
2387	6
2388	1
2389	1
2390	6
2391	1
2392	1
2393	6
2394	1
2395	6
2396	0
2397	0
2398	6
2399	1
2400	6
2401	1
2402	6
2403	6
2404	1
2405	6
2406	1
2407	0
2408	0
2409	1
2410	0
2411	0
2412	6
2413	0
2414	1
2415	6
2416	6
2417	6
2418	1
2419	6
2420	6
2421	1
2422	6
2423	1
2424	6
2425	0
2426	1
2427	0
2428	0
2429	6
2430	6
2431	1
2432	6
2433	1
2434	0
2435	1
2436	1
2437	1
2438	6
2439	6
2440	6
2441	0
2442	0
2443	6
2444	6
2445	1
2446	0
2447	1
2448	6
2449	1
2450	6
2451	1
2452	1
2453	6
2454	1
2455	1
2456	1
2457	6
2458	0
2459	1
2460	0
2461	0
2462	0
2463	0
2464	0
2465	6
2466	6
2467	6
2468	6
2469	1
2470	6
2471	0
2472	1
2473	1
2474	1
2475	6
2476	6
2477	1
2478	1
2479	6
2480	0
2481	6
2482	6
2483	1
2484	6
2485	6
2486	6
2487	0
2488	6
2489	0
2490	6
2491	6
2492	6
2493	1
2494	0
2495	0
2496	1
2497	0
2498	1
2499	6
2500	6
2501	0
2502	1
2503	6
2504	0
2505	6
2506	6
2507	0
2508	1
2509	1
2510	0
2511	1
2512	1
2513	1
2514	1
2515	0
2516	1
2517	6
2518	1
2519	6
2520	0
2521	6
2522	0
2523	0
2524	0
2525	0
2526	6
2527	6
2528	1
2529	6
2530	1
2531	6
2532	0
2533	6
2534	6
2535	1
2536	6
2537	1
2538	1
2539	1
2540	0
2541	6
2542	0
2543	0
2544	1
2545	6
2546	0
2547	0
2548	6
2549	1
2550	1
2551	0
2552	6
2553	1
2554	0
2555	0
2556	6
2557	0
2558	1
2559	0
2560	6
2561	6
2562	0
2563	1
2564	1
2565	0
2566	1
2567	1
2568	0
2569	0
2570	6
2571	0
2572	6
2573	6
2574	1
2575	1
2576	1
2577	6
2578	6
2579	6
2580	1
2581	1
2582	0
2583	6
2584	1
2585	1
2586	1
2587	6
2588	6
2589	1
2590	1
2591	6
2592	0
2593	1
2594	6
2595	6
2596	0
2597	1
2598	0
2599	0
2600	0
2601	1
2602	0
2603	1
2604	1
2605	0
2606	0
2607	1
2608	0
2609	1
2610	6
2611	0
2612	6
2613	0
2614	1
2615	1
2616	0
2617	1
2618	6
2619	1
2620	1
2621	1
2622	0
2623	1
2624	6
2625	6
2626	1
2627	1
2628	6
2629	6
2630	6
2631	0
2632	6
2633	1
2634	1
2635	1
2636	1
2637	6
2638	1
2639	1
2640	1
2641	0
2642	0
2643	6
2644	0
2645	6
2646	0
2647	1
2648	0
2649	1
2650	6
2651	0
2652	6
2653	0
2654	0
2655	1
2656	1
2657	1
2658	0
2659	1
2660	6
2661	0
2662	1
2663	1
2664	0
2665	1
2666	0
2667	1
2668	0
2669	0
2670	0
2671	0
2672	1
2673	0
2674	1
2675	1
2676	1
2677	6
2678	1
2679	0
2680	6
2681	6
2682	1
2683	1
2684	1
2685	0
2686	6
2687	6
2688	6
2689	6
2690	1
2691	1
2692	1
2693	0
2694	0
2695	1
2696	0
2697	0
2698	0
2699	1
2700	0
2701	0
2702	0
2703	1
2704	1
2705	0
2706	6
2707	0
2708	0
2709	6
2710	1
2711	6
2712	6
2713	6
2714	0
2715	0
2716	1
2717	6
2718	6
2719	0
2720	0
2721	6
2722	6
2723	1
2724	0
2725	6
2726	1
2727	6
2728	1
2729	6
2730	0
2731	6
2732	1
2733	0
2734	6
2735	6
2736	0
2737	6
2738	0
2739	0
2740	6
2741	0
2742	0
2743	1
2744	0
2745	1
2746	0
2747	0
2748	0
2749	6
2750	1
2751	0
2752	0
2753	6
2754	0
2755	1
2756	0
2757	6
2758	1
2759	0
2760	1
2761	1
2762	6
2763	0
2764	6
2765	6
2766	0
2767	6
2768	6
2769	6
2770	0
2771	0
2772	1
2773	6
2774	0
2775	1
2776	0
2777	0
2778	1
2779	1
2780	6
2781	0
2782	6
2783	6
2784	1
2785	0
2786	1
2787	0
2788	0
2789	1
2790	1
2791	0
2792	1
2793	6
2794	6
2795	6
2796	6
2797	1
2798	1
2799	1
2800	1
2801	0
2802	1
2803	6
2804	1
2805	0
2806	1
2807	6
2808	0
2809	0
2810	1
2811	0
2812	1
2813	0
2814	1
2815	1
2816	0
2817	0
2818	0
2819	0
2820	6
2821	6
2822	0
2823	1
2824	0
2825	1
2826	0
2827	0
2828	1
2829	0
2830	6
2831	6
2832	6
2833	1
2834	1
2835	1
2836	6
2837	1
2838	0
2839	1
2840	1
2841	6
2842	0
2843	1
2844	6
2845	0
2846	1
2847	6
2848	1
2849	6
2850	1
2851	0
2852	0
2853	1
2854	1
2855	6
2856	0
2857	1
2858	1
2859	1
2860	1
2861	0
2862	0
2863	0
2864	6
2865	1
2866	1
2867	6
2868	0
2869	1
2870	6
2871	0
2872	0
2873	1
2874	0
2875	0
2876	0
2877	1
2878	0
2879	0
2880	1
2881	6
2882	6
2883	0
2884	0
2885	1
2886	0
2887	0
2888	1
2889	0
2890	6
2891	1
2892	6
2893	1
2894	0
2895	1
2896	6
2897	0
2898	1
2899	1
2900	1
2901	0
2902	0
2903	0
2904	1
2905	6
2906	1
2907	6
2908	6
2909	1
2910	1
2911	1
2912	0
2913	0
2914	6
2915	1
2916	6
2917	6
2918	1
2919	1
2920	0
2921	1
2922	1
2923	6
2924	6
2925	0
2926	6
2927	1
2928	6
2929	1
2930	0
2931	6
2932	0
2933	1
2934	0
2935	0
2936	1
2937	1
2938	1
2939	1
2940	1
2941	1
2942	6
2943	0
2944	1
2945	6
2946	1
2947	6
2948	1
2949	1
2950	6
2951	6
2952	1
2953	6
2954	6
2955	0
2956	1
2957	6
2958	0
2959	6
2960	6
2961	1
2962	0
2963	0
2964	0
2965	0
2966	1
2967	0
2968	1
2969	6
2970	6
2971	0
2972	1
2973	6
2974	1
2975	1
2976	6
2977	1
2978	0
2979	6
2980	1
2981	0
2982	6
2983	1
2984	1
2985	1
2986	0
2987	6
2988	1
2989	6
2990	6
2991	1
2992	1
2993	0
2994	6
2995	0
2996	1
2997	1
