	labels
251	0.0
252	0.0
253	8.0
254	0.0
255	8.0
256	0.0
257	0.0
258	0.0
259	0.0
260	8.0
261	8.0
262	8.0
263	0.0
264	0.0
265	8.0
266	0.0
267	0.0
268	0.0
269	8.0
270	8.0
271	8.0
272	0.0
273	0.0
274	8.0
275	0.0
276	0.0
277	8.0
278	0.0
279	0.0
280	8.0
281	8.0
282	8.0
283	8.0
284	8.0
285	0.0
286	8.0
287	8.0
288	8.0
289	0.0
290	0.0
291	0.0
292	8.0
293	0.0
294	0.0
295	0.0
296	0.0
297	0.0
298	0.0
299	8.0
300	0.0
301	0.0
302	8.0
303	8.0
304	8.0
305	0.0
306	8.0
307	8.0
308	0.0
309	0.0
310	8.0
311	0.0
312	8.0
313	0.0
314	0.0
315	8.0
316	0.0
317	8.0
318	0.0
319	8.0
320	8.0
321	0.0
322	0.0
323	0.0
324	0.0
325	0.0
326	0.0
327	8.0
328	8.0
329	8.0
330	0.0
331	8.0
332	0.0
333	0.0
334	8.0
335	8.0
336	8.0
337	8.0
338	8.0
339	0.0
340	8.0
341	0.0
342	8.0
343	8.0
344	0.0
345	0.0
346	0.0
347	0.0
348	0.0
349	8.0
350	0.0
351	8.0
352	8.0
353	0.0
354	0.0
355	8.0
356	8.0
357	8.0
358	8.0
359	8.0
360	8.0
361	0.0
362	8.0
363	8.0
364	8.0
365	8.0
366	8.0
367	8.0
368	8.0
369	0.0
370	0.0
371	0.0
372	8.0
373	0.0
374	0.0
375	8.0
376	0.0
377	8.0
378	0.0
379	8.0
380	8.0
381	8.0
382	8.0
383	0.0
384	0.0
385	0.0
386	8.0
387	0.0
388	0.0
389	8.0
390	8.0
391	0.0
392	0.0
393	8.0
394	8.0
395	8.0
396	0.0
397	0.0
398	0.0
399	0.0
400	0.0
401	8.0
402	0.0
403	8.0
404	0.0
405	8.0
406	0.0
407	0.0
408	0.0
409	8.0
410	8.0
411	8.0
412	0.0
413	0.0
414	8.0
415	0.0
416	0.0
417	0.0
418	8.0
419	0.0
420	8.0
421	8.0
422	8.0
423	8.0
424	0.0
425	8.0
426	8.0
427	0.0
428	8.0
429	0.0
430	8.0
431	8.0
432	8.0
433	0.0
434	0.0
435	8.0
436	8.0
437	8.0
438	8.0
439	8.0
440	0.0
441	8.0
442	8.0
443	8.0
444	0.0
445	0.0
446	8.0
447	8.0
448	8.0
449	0.0
450	0.0
451	8.0
452	8.0
453	0.0
454	8.0
455	8.0
456	0.0
457	8.0
458	0.0
459	0.0
460	8.0
461	8.0
462	0.0
463	8.0
464	0.0
465	8.0
466	0.0
467	8.0
468	8.0
469	8.0
470	0.0
471	0.0
472	8.0
473	8.0
474	8.0
475	8.0
476	8.0
477	8.0
478	0.0
479	0.0
480	8.0
481	0.0
482	0.0
483	0.0
484	0.0
485	0.0
486	0.0
487	0.0
488	0.0
489	0.0
490	0.0
491	0.0
492	0.0
493	0.0
494	0.0
495	0.0
496	8.0
497	8.0
498	8.0
499	8.0
